URS0000005270	RIBOVISION	ribovision:4V6X_A8	9606	rRNA	
URS000000EE76	RIBOVISION	ribovision:4V6U_B3	186497	rRNA	
URS00000F9D45	RIBOVISION	ribovision:4V6X_A7	9606	rRNA	
URS000012A2B3	RIBOVISION	ribovision:4V6U_A2	186497	rRNA	
URS00001450D9	RIBOVISION	ribovision:4WF9_X	93061	rRNA	
URS000016432F	RIBOVISION	ribovision:4V6W_A7	7227	rRNA	
URS00001698E8	RIBOVISION	ribovision:1VY4_BA	300852	rRNA	
URS00001BF64E	RIBOVISION	ribovision:4V88_A4	4932	rRNA	
URS0000243D00	RIBOVISION	ribovision:4V6W_A9	7227	rRNA	
URS000028B73E	RIBOVISION	ribovision:6ERI_AA	3562	rRNA	
URS000030AF9A	RIBOVISION	ribovision:4V6W_B2	7227	rRNA	
URS00003592C7	RIBOVISION	ribovision:1JJ2_9	2238	rRNA	
URS00003890D2	RIBOVISION	ribovision:4V8P_B2	5911	rRNA	
URS000055688D	RIBOVISION	ribovision:4V88_A3	4932	rRNA	
URS000057A4D1	RIBOVISION	ribovision:4V8P_B3	5911	rRNA	
URS000059BB66	RIBOVISION	ribovision:4V8P_A1	5911	rRNA	
URS00005A14E2	RIBOVISION	ribovision:4V6X_B2	9606	rRNA	
URS00005E0FC6	RIBOVISION	ribovision:5V7Q_A	1773	rRNA	
URS00005F73E8	RIBOVISION	ribovision:4V6U_B1	186497	rRNA	
URS000061394B	RIBOVISION	ribovision:4V6W_A8	7227	rRNA	
URS000061F377	RIBOVISION	ribovision:4V88_A1	4932	rRNA	
URS000075EC78	RIBOVISION	ribovision:4V6X_A5	9606	rRNA	
URS000080DDC0	RIBOVISION	ribovision:4V9D_BA	562	rRNA	
URS000080DE56	RIBOVISION	ribovision:4V88_A2	4932	rRNA	
URS000080DEE8	RIBOVISION	ribovision:1VY4_BB	300852	rRNA	
URS000080DEF1	RIBOVISION	ribovision:4IOA_X	1299	rRNA	
URS000080DF1B	RIBOVISION	ribovision:4V6W_A5	7227	rRNA	
URS000080DFCD	RIBOVISION	ribovision:1JJ2_0	2238	rRNA	
URS000080DFED	RIBOVISION	ribovision:1VY4_AA	300852	rRNA	
URS000080E133	RIBOVISION	ribovision:4V9D_CB	83333	rRNA	
URS000080E25C	RIBOVISION	ribovision:4V9D_CA	562	rRNA	
URS000080E357	RIBOVISION	ribovision:3J7Y_A	9606	rRNA	
URS0000BC467B	RIBOVISION	ribovision:5O60_A	246196	rRNA	
URS0000BC46AD	RIBOVISION	ribovision:5NJT_U	224308	rRNA	
URS0000D56C4F	RIBOVISION	ribovision:6ERI_Ax	3562	rRNA	
URS0000D56C50	RIBOVISION	ribovision:6ERI_BA	3562	rRNA	
